window,extra_2,unique_users
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2015894.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2884850.,26
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2715870.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2394701.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2806522.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2798648.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2974848.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2348099.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2848899.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2944742.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2637227.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2329581.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2926807.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2459514.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2224151.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2814508.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2156208.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2464506.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2353925.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2117676.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2971417.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2678882.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2355936.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2372459.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2363213.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2723562.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2568094.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2234879.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2890976.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2319406.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2962946.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2518037.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2285993.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2777962.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2055549.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2147678.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2917098.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2062876.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2788836.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2127784.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2655716.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2692043.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2593847.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2400248.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2726456.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2671130.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2412603.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2319017.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2029888.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2364548.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2431885.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2144828.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2658813.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2632285.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2317311.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2779386.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2494988.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2742493.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2495214.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2224535.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2200613.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2539221.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2258604.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2392607.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2508221.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2676450.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2540730.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2673791.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2039920.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2239271.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2362249.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2959139.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2682679.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2613840.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2671365.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2029312.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2780099.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2494722.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2344509.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2154557.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2653660.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2348734.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2380242.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2006694.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2090386.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2765758.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2522417.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2131458.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2124132.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2188551.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2978073.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2493630.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2100075.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2569600.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2167159.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2479983.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2198715.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2060606.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2437243.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2506941.,19
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2148259.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2593088.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2531911.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2774623.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2956384.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2103088.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2803771.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2931958.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2733164.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2269092.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2631155.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2817081.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2616763.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2339829.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2425469.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2536414.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2441389.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2790164.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2059691.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2186284.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2511358.,21
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2239196.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2807153.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2566189.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2603807.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2263396.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2208775.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2311889.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2685798.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2617205.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2978225.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2226822.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2227556.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2903685.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2439534.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2484388.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2244631.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2284062.,13
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2900484.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2780891.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2469308.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2286368.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2159741.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2943099.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2661291.,32
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2494335.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2263065.,16
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2825290.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2264857.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2818123.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2732261.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2141147.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2952301.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2609144.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2739609.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2581413.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2513901.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2147861.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2787962.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2955123.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2389724.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2880924.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2170814.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2245593.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2746946.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2846611.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2155967.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2775297.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2142625.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2909980.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2399313.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2063330.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2969523.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2333366.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2286637.,20
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2228326.,12
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2186629.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2371463.,17
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2814404.,26
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2794542.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2678717.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2003994.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2499255.,8
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2855773.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2216387.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2901045.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2128282.,6
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2878986.,18
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2567100.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2118355.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2054201.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2654099.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2542826.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2485911.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2386493.,2
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2728441.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2181687.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2422967.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2659347.,14
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2630412.,10
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2114875.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2155405.,15
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2615398.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2197748.,22
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2164248.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2510593.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2999480.,7
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2028970.,23
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2070502.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2112239.,25
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2657719.,5
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2277952.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2378550.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2959686.,11
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2963720.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2936388.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2861300.,9
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2582429.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2415773.,1
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2180880.,4
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2890455.,3
"Row(start=Timestamp('2024-06-15 18:32:00'), end=Timestamp('2024-06-15 18:33:00'))",2038691.,11
